"from_EX_lys__L_e","to_EX_lys__L_e","undir_EX_lys__L_e","ID","Name","Equation","ExEquation","Balance","Boundary","GRR","Type","Flux","ec-code","rhea","kegg.reaction","bigg.reaction","reactome.reaction","sbo","biocyc","seed.reaction","sabiork","metanetx.reaction","Reduced Cost"
8,8,8,"MALCOAMT","Malonyl-CoA methyltransferase","amet_c + malcoa_c --> ahcys_c + malcoame_c","S-Adenosyl-L-methionine + Malonyl CoA C24H33N7O19P3S --> S-Adenosyl-L-homocysteine + Malonyl-CoA methyl ester","{}",0,"Y7U_RS04040","reaction",0,,"34900|34899|34902|34901",,"MALCOAMT",,"SBO:0000176",,,,"MNXR101337",-0.0000000000000002220446049250313
8,8,8,"METSOXR2","L-methionine-R-sulfoxide reductase","metsox_R__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c","L-methionine-R-sulfoxide + Reduced thioredoxin --> H2O H2O + L-Methionine + Oxidized thioredoxin","{}",0,"(Y7U_RS09320 and Y7U_RS13480) or (Y7U_RS09320 and Y7U_RS18160)","reaction",0,"1.8.4.14",,"R07608","METSOXR2",,"SBO:0000176","META:1.8.4.14-RXN","rxn08919|rxn07439",,"MNXR138594",-0.23703703703703788
10,10,10,"HACD6","3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)","3otdcoa_c + h_c + nadh_c <=> 3htdcoa_c + nad_c","3-Oxotetradecanoyl-CoA + H+ + Nicotinamide adenine dinucleotide - reduced <=> (S)-3-Hydroxytetradecanoyl-CoA + Nicotinamide adenine dinucleotide","{}",0,"Y7U_RS17835 or Y7U_RS12250","reaction",0,"1.1.1.35|1.1.1.211","31169|31167|31170|31168","R04739","HACD6","R-DME-77283|R-BTA-77283|R-SSC-77283|R-TGU-77283|R-HSA-77283|R-GGA-77283|R-CEL-77283|R-CFA-77283|R-RNO-77283|R-MMU-77283|R-XTR-77283","SBO:0000176","META:RXN-12507","rxn06777","4395","MNXR100547",0.0000000000000003526281480875592
8,8,8,"MN2t3pp","Manganese (Mn+2) transport out via proton antiport (periplasm)","h_p + mn2_c --> h_c + mn2_p","H+ + Manganese --> H+ + Manganese","{}",0,"Y7U_RS17465 or Y7U_RS03910","reaction",0,,,,"MN2t3pp",,"SBO:0000185",,"rxn08946",,"MNXR101669",-0.014814814814814848
8,8,8,"MN2tpp","Manganese transport in via permease (no H+)","mn2_p --> mn2_c","Manganese --> Manganese","{}",0,"Y7U_RS15760","reaction",0,,"28702|28699|28700|28701",,"MN2tpp",,"SBO:0000185","META:RXN0-16|META:TRANS-RXN0-487","rxn08952|rxn08947",,"MNXR101670",0
10,10,10,"MALDDH","Malate decarboxylating oxidoreductase (decarboxylating)","mal__D_c + nad_c --> co2_c + nadh_c + pyr_c","D-Malate + Nicotinamide adenine dinucleotide --> CO2 CO2 + Nicotinamide adenine dinucleotide - reduced + Pyruvate","{}",0,"Y7U_RS09435","reaction",0,"1.1.1.83","18366|18365|18368|18367","R00215","MALDDH",,"SBO:0000176","META:1.1.1.83-RXN","rxn00160","744","MNXR101339",0.0000000000000002220446049250313
10,10,10,"MECDPDH5","2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase","2mecdp_c + 2.0 flxr_c + h_c --> 2.0 flxso_c + h2mb4p_c + h2o_c","2-C-methyl-D-erythritol 2,4-cyclodiphosphate + 2.0 Flavodoxin reduced + H+ --> 2.0 Flavodoxin semi oxidized + 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate + H2O H2O","{}",0,"(Y7U_RS15040 and Y7U_RS13115) or (Y7U_RS03545 and Y7U_RS13115)","reaction",0,,,,"MECDPDH5",,"SBO:0000176",,,,"MNXR101450",-0.029629629629630273
8,8,8,"MALS","Malate synthase","accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c","Acetyl-CoA + Glyoxylate + H2O H2O --> Coenzyme A + H+ + L-Malate","{}",0,"Y7U_RS20855 or Y7U_RS15440","reaction",-0.0000000000000020765367969656826,"2.3.3.9","18181|18182|18184|18183","R00472","MALS",,"SBO:0000176","META:MALSYN-RXN","rxn00330",,"MNXR101347",-0.00000000000000011102230246251565
10,10,10,"MAN1PT2","Mannose-1-phosphate guanylyltransferase (GDP)","gdp_c + h_c + man1p_c --> gdpmann_c + pi_c","GDP C10H12N5O11P2 + H+ + D-Mannose 1-phosphate --> GDP-D-mannose + Phosphate","{}",0,"Y7U_RS10710","reaction",0,"2.7.7.22","12906|12908|12907|12905","R00883","MAN1PT2",,"SBO:0000176","META:MANNPGUANYLTRANGDP-RXN","rxn00640","9123","MNXR101376",0
10,10,10,"MAN6PI","Mannose-6-phosphate isomerase","man6p_c <=> f6p_c","D-Mannose 6-phosphate <=> D-Fructose 6-phosphate","{}",0,"Y7U_RS08455","reaction",0,"5.3.1.8",,"R01819","MAN6PI",,"SBO:0000176","META:MANNPISOM-RXN",,,"MNXR101382",0.00000000000000016046644059158412
12,12,12,"MECDPS","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase","2p4c2me_c --> 2mecdp_c + cmp_c","2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol --> 2-C-methyl-D-erythritol 2,4-cyclodiphosphate + CMP C9H12N3O8P","{}",0,"Y7U_RS14275","reaction",0,"4.6.1.12","23864|23867|23866|23865","R05637","MECDPS",,"SBO:0000176","META:RXN0-302","rxn03910",,"MNXR101424",-0.00000000000000005551115123125783
12,12,12,"MELIBt2pp","Melibiose transport in via symport (periplasm)","h_p + melib_p --> h_c + melib_c","H+ + Melibiose C12H22O11 --> H+ + Melibiose C12H22O11","{}",0,"Y7U_RS21430","reaction",0,,,,"MELIBt2pp",,"SBO:0000185","META:TRANS-RXN-94",,,"MNXR138587",0
10,10,10,"MMCD","Methylmalonyl-CoA decarboxylase","h_c + mmcoa__S_c --> co2_c + ppcoa_c","H+ + (S)-Methylmalonyl-CoA --> CO2 CO2 + Propanoyl-CoA","{}",0,"Y7U_RS15155","reaction",0,"4.1.1.9|4.1.1.41","21398|21397|21399|21396","R00923","MMCD",,"SBO:0000176","META:METHYLMALONYL-COA-DECARBOXYLASE-RXN","rxn00672",,"MNXR101656",-0.1333333333333332
∞,∞,∞,"MINCYCtpp","Minocycline transport via TolC system","h_p + mincyc_p --> h_c + mincyc_e","H+ + Minocycline --> H+ + Minocycline","{}",0,"(Y7U_RS02380 and Y7U_RS02375 and Y7U_RS15735) or (Y7U_RS02380 and Y7U_RS12870 and Y7U_RS15735)","reaction",0,,,,"MINCYCtpp",,"SBO:0000185",,,,"MNXR101583",-0.014814814814814848
8,8,8,"MG2tpp","Magnesium (+2) transport in via diffusion","mg2_p --> mg2_c","Magnesium --> Magnesium","{}",0,"Y7U_RS17975","reaction",0,,"29827|29828|29829|29830",,"MG2tpp","R-MMU-442661|R-OSA-5336466|R-BTA-5336453|R-SSC-442661|R-MMU-5336453|R-HSA-5339528|R-MMU-5336466|R-TGU-5339538|R-SCE-5336466|R-SCE-5339538|R-XTR-5336466|R-GGA-442661|R-ATH-5336453|R-BTA-5336466|R-RNO-5339538|R-SSC-5339538|R-SPO-5339528|R-DME-5339528|R-GGA-5339538|R-CEL-5336453|R-TGU-5336453|R-OSA-5336453|R-SCE-5339528|R-ATH-5336466|R-CFA-5336453|R-CEL-5339528|R-SPO-5339538|R-SSC-5336466|R-XTR-5339528|R-SSC-5339528|R-DRE-5339528|R-BTA-5339528|R-CFA-442661|R-CFA-5339538|R-DME-442661|R-DME-5339538|R-DRE-5339538|R-MMU-5339538|R-RNO-442661|R-RNO-5336453|R-DDI-5336466|R-RNO-5339528|R-HSA-442661|R-HSA-5336453|R-TGU-5336466|R-DRE-5336466|R-BTA-442661|R-DRE-5336453|R-HSA-5339538|R-HSA-5336454|R-TGU-5339528|R-GGA-5339528|R-XTR-5339538|R-MMU-5339528|R-DME-5336453|R-RNO-5336466|R-CFA-5336466|R-CEL-442661|R-SPO-5336466|R-GGA-5336453|R-BTA-5339538|R-TGU-442661|R-HSA-5336466|R-XTR-442661|R-CEL-5339538|R-MMU-5336430|R-DRE-442661|R-GGA-5336466|R-CFA-5339528","SBO:0000185","META:TRANS-RXN-141","rxn05616|rxn08922|rxn08923","12062","MNXR101507",-0.029629629629629697
10,10,10,"MLTP2","Maltodextrin phosphorylase (maltohexaose)","malthx_c + pi_c <=> g1p_c + maltpt_c","Maltohexaose + Phosphate <=> D-Glucose 1-phosphate + Maltopentaose","{}",0,"Y7U_RS20110","reaction",0,"2.4.1.1","29683|29684|29686|29685",,"MLTP2",,"SBO:0000176","META:RXN-14285","rxn08942","10080","MNXR101633",0.0000000000000004722742270887818
12,12,12,"MN6PP","Mannose 6-phosphate phosphatase","h2o_c + man6p_c --> man_c + pi_c","H2O H2O + D-Mannose 6-phosphate --> D-Mannose + Phosphate","{}",0,"Y7U_RS04275","reaction",0,,"28556|28557|28555|28554",,"MN6PP",,"SBO:0000176",,"rxn08948","9955|7278","MNXR101671",-0.059259259259258484
8,8,8,"MNt2pp","Manganese (Mn+2) transport in via proton symport (periplasm)","h_p + mn2_p --> h_c + mn2_c","H+ + Manganese --> H+ + Manganese","{}",0,"Y7U_RS12515","reaction",0,,"29007|29010|29008|29009",,"MNt2pp",,"SBO:0000185","META:TRANS-RXN-241","rxn05618|rxn08951",,"MNXR101681",-0.014814814814814848
10,10,10,"MLTP3","Maltodextrin phosphorylase (maltoheptaose)","malthp_c + pi_c <=> g1p_c + malthx_c","Maltoheptaose + Phosphate <=> D-Glucose 1-phosphate + Maltohexaose","{}",0,"Y7U_RS20110","reaction",0,"2.4.1.1",,,"MLTP3",,"SBO:0000176","META:RXN-14286","rxn08943","7988|10132","MNXR101634",0
8,8,8,"MEPCT","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase","2me4p_c + ctp_c + h_c --> 4c2me_c + ppi_c","2-C-methyl-D-erythritol 4-phosphate + CTP C9H12N3O14P3 + H+ --> 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol + Diphosphate","{}",0,"Y7U_RS14280","reaction",0,"2.7.7.60","13430|13429|13432|13431","R05633","MEPCT",,"SBO:0000176","META:2.7.7.60-RXN","rxn03907","5231","MNXR96807",-0.24629629629629463
8,8,8,"METAT","Methionine adenosyltransferase","atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c","ATP C10H12N5O13P3 + H2O H2O + L-Methionine --> S-Adenosyl-L-methionine + Phosphate + Diphosphate","{}",0,"Y7U_RS15265","reaction",0,"2.5.1.6","21082|21081|21080|21083","R00177","METAT","R-RNO-174391|R-SPO-174391|R-SCE-174391|R-XTR-174391|R-ATH-5603114|R-MMU-174391|R-CFA-174391|R-OSA-174391|R-MMU-5603114|R-DRE-5603114|R-DDI-5603114|R-ATH-174391|R-GGA-174391|R-DME-174391|R-DRE-174391|R-HSA-174391|R-PFA-174391|R-BTA-5603114|R-SSC-5603114|R-HSA-5603114|R-BTA-174391|R-OSA-5603114|R-DDI-174391|R-RNO-5603114|R-TGU-174391|R-CFA-5603114|R-XTR-5603114|R-CEL-174391|R-SSC-174391","SBO:0000176","META:S-ADENMETSYN-RXN","rxn00126","96","MNXR101407",0
8,8,8,"METTRS","Methionyl-tRNA synthetase","atp_c + met__L_c + trnamet_c --> amp_c + mettrna_c + ppi_c","ATP C10H12N5O13P3 + L-Methionine + TRNA(Met) --> AMP C10H12N5O7P + L-Methionyl-tRNA (Met) + Diphosphate","{}",0,"Y7U_RS11045","reaction",0,"6.1.1.10",,"R03659","METTRS",,"SBO:0000176",,"rxn06443","355","MNXR101488",0.00000000000000030531133177191805
8,8,8,"MG2uabcpp","Magnesium (Mg+2) ABC transporter (ubtake, periplasm)","atp_c + h2o_c + mg2_p --> adp_c + h_c + mg2_c + pi_c","ATP C10H12N5O13P3 + H2O H2O + Magnesium --> ADP C10H12N5O10P2 + H+ + Magnesium + Phosphate","{}",0,"Y7U_RS22060","reaction",0,"3.6.3.2","10261#1|10262#1|10260#1|10263#1",,"MG2uabcpp",,"SBO:0000185","META:TRANS-RXN-250|META:3.6.3.2-RXN","rxn08924|rxn10571",,"MNXR101505",-0.08888888888888866
10,10,10,"MOX","Malate oxidase","mal__L_c + o2_c <=> h2o2_c + oaa_c","L-Malate + O2 O2 <=> Hydrogen peroxide + Oxaloacetate","{}",0,"","reaction",0.0000000000000060280377901630564,"1.1.5.4","10513|10512|10515|10514","R00360","MOX",,"SBO:0000176",,"rxn00264",,"MNXR101715",0.0000000000000000544529957766978
10,10,10,"MGSA","Methylglyoxal synthase","dhap_c --> mthgxl_c + pi_c","Dihydroxyacetone phosphate --> Methylglyoxal + Phosphate","{}",0,"Y7U_RS05000","reaction",0,"4.2.3.3","17939|17938|17937|17940","R01016","MGSA",,"SBO:0000176","META:METHGLYSYN-RXN","rxn00748","176","MNXR101551",-0.13333333333333278
10,10,10,"HDCAtexi","Hexadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm)","hdca_e --> hdca_p","Hexadecanoate (n-C16:0) --> Hexadecanoate (n-C16:0)","{}",0,"Y7U_RS12265","reaction",0,,"45257|45256|45258|45259",,"HDCAtexi",,"SBO:0000185",,"rxn08704|rxn09848|rxn09676",,"MNXR99101",-0.0000000000000002220446049250313
10,10,10,"MLTG3","Maltodextrin glucosidase (maltopentaose)","h2o_c + maltpt_c --> glc__D_c + maltttr_c","H2O H2O + Maltopentaose --> D-Glucose + Maltotetraose","{}",0,"Y7U_RS02075","reaction",0,"3.2.1.20|3.2.1.74",,,"MLTG3",,"SBO:0000176","META:RXN-14281","rxn08934",,"MNXR101621",-0.05925925925925821
8,8,8,"METabcpp","L-methionine transport via ABC system (periplasm)","atp_c + h2o_c + met__L_p --> adp_c + h_c + met__L_c + pi_c","ATP C10H12N5O13P3 + H2O H2O + L-Methionine --> ADP C10H12N5O10P2 + H+ + L-Methionine + Phosphate","{}",0,"Y7U_RS01005 and Y7U_RS01010 and Y7U_RS01000","reaction",0,,"29780#2|29779#2|29782#2|29781#2|32829#1|32827#1|32830#1|32828#1",,"METabcpp",,"SBO:0000185","META:RXN0-4522","rxn05219|rxn08909|rxn11151",,"MNXR101489",-0.37037037037036996
10,10,10,"HDCEAtexi","Hexadecenoate transport via facilitated irreversible diffusion (extracellular to periplasm)","hdcea_e --> hdcea_p","Hexadecenoate (n-C16:1) --> Hexadecenoate (n-C16:1)","{}",0,"Y7U_RS12265","reaction",0,,,,"HDCEAtexi",,"SBO:0000185",,,,"MNXR99102",0
∞,∞,∞,"METDabcpp","D-methionine transport via ABC system (periplasm)","atp_c + h2o_c + met__D_p --> adp_c + h_c + met__D_c + pi_c","ATP C10H12N5O13P3 + H2O H2O + D-Methionine --> ADP C10H12N5O10P2 + H+ + D-Methionine + Phosphate","{}",0,"Y7U_RS01005 and Y7U_RS01010 and Y7U_RS01000","reaction",0,,"29770#1|29767#1|29769#1|29768#1",,"METDabcpp",,"SBO:0000185","META:TRANS-RXN0-202","rxn08910|rxn05183",,"MNXR101472",-0.059259259259258706
10,10,10,"HACD3","3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA)","3oocoa_c + h_c + nadh_c <=> 3hocoa_c + nad_c","3-Oxooctanoyl-CoA + H+ + Nicotinamide adenine dinucleotide - reduced <=> (S)-3-Hydroxyoctanoyl-CoA + Nicotinamide adenine dinucleotide","{}",0,"Y7U_RS17835 or Y7U_RS12250","reaction",0,"1.1.1.35|1.1.1.211","31196|31198|31197|31195","R04745","HACD3","R-BTA-77331|R-DDI-77331|R-CFA-77331|R-GGA-77331|R-HSA-77331|R-RNO-77331|R-MMU-77331|R-TGU-77331|R-CEL-77331|R-SSC-77331|R-OSA-77331|R-XTR-77331|R-ATH-77331|R-DRE-77331","SBO:0000176",,"rxn03246","4401","MNXR100544",-0.0000000000000017631407404377959
10,10,10,"MLTG4","Maltodextrin glucosidase (maltohexaose)","h2o_c + malthx_c --> glc__D_c + maltpt_c","H2O H2O + Maltohexaose --> D-Glucose + Maltopentaose","{}",0,"Y7U_RS02075","reaction",0,"3.2.1.20",,,"MLTG4",,"SBO:0000176","META:RXN-14282","rxn08935",,"MNXR101622",-0.05925925925925732
10,10,10,"HACD4","3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA)","3odcoa_c + h_c + nadh_c <=> 3hdcoa_c + nad_c","3-Oxodecanoyl-CoA + H+ + Nicotinamide adenine dinucleotide - reduced <=> (S)-3-Hydroxydecanoyl-CoA + Nicotinamide adenine dinucleotide","{}",0,"Y7U_RS17835 or Y7U_RS12250","reaction",0,"1.1.1.35|1.1.1.211","31190|31187|31189|31188","R04743","HACD4","R-BTA-77342|R-OSA-77342|R-ATH-77342|R-MMU-77342|R-CEL-77342|R-XTR-77342|R-SSC-77342|R-TGU-77342|R-CFA-77342|R-DRE-77342|R-GGA-77342|R-RNO-77342|R-HSA-77342|R-DDI-77342","SBO:0000176","META:RXN-12490","rxn03244","4399","MNXR100545",-0
8,8,8,"METS","Methionine synthase","5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c","5-Methyltetrahydrofolate + L-Homocysteine --> H+ + L-Methionine + 5,6,7,8-Tetrahydrofolate","{}",0,"Y7U_RS20880 or Y7U_RS17910","reaction",0,"2.1.1.13","11173|11175|11174|11172","R00946","METS",,"SBO:0000176",,,"1260","MNXR101481",-0.0888888888888885
8,8,8,"METSOXR1","L-methionine-S-oxide reductase","metsox_S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c","L-Methionine Sulfoxide + Reduced thioredoxin --> H2O H2O + L-Methionine + Oxidized thioredoxin","{}",0,"(Y7U_RS21950 and Y7U_RS13480) or (Y7U_RS21950 and Y7U_RS18160) or (Y7U_RS19390 and Y7U_RS13480) or (Y7U_RS19390 and Y7U_RS18160)","reaction",0,"1.8.4.14|1.8.4.13",,"R02025","METSOXR1",,"SBO:0000176",,"rxn06077|rxn08918",,"MNXR101484",-0.23703703703703788
10,10,10,"HACD1","3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA)","aacoa_c + h_c + nadh_c <=> 3hbcoa_c + nad_c","Acetoacetyl-CoA + H+ + Nicotinamide adenine dinucleotide - reduced <=> (S)-3-Hydroxybutanoyl-CoA + Nicotinamide adenine dinucleotide","{}",0,"Y7U_RS17835 or Y7U_RS12250","reaction",0,"1.1.1.35","30801|30802|30799|30800","R01975","HACD1","R-HSA-77312|R-MMU-77312|R-OSA-77312|R-XTR-77312|R-ATH-77312|R-CFA-77312|R-RNO-77312|R-BTA-77312|R-SSC-77312|R-DRE-77312|R-DDI-77312|R-TGU-77312|R-CEL-77312|R-GGA-77312","SBO:0000176","META:RXN-11662","rxn01451","2018","MNXR100541",-0
10,10,10,"MLTG5","Maltodextrin glucosidase (maltoheptaose)","h2o_c + malthp_c --> glc__D_c + malthx_c","H2O H2O + Maltoheptaose --> D-Glucose + Maltohexaose","{}",0,"Y7U_RS02075","reaction",0,"3.2.1.20",,,"MLTG5",,"SBO:0000176","META:RXN-14283","rxn08936",,"MNXR101623",-0.059259259259256236
10,10,10,"MLTG1","Maltodextrin glucosidase (maltotriose)","h2o_c + malttr_c --> glc__D_c + malt_c","H2O H2O + Maltotriose C18H32O16 --> D-Glucose + Maltose C12H22O11","{}",0,"Y7U_RS02075","reaction",0,"3.2.1.20",,,"MLTG1",,"SBO:0000176","META:RXN0-5183","rxn05746",,"MNXR101619",0.00000000000000011102230246251565
10,10,10,"HACD5","3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA)","3oddcoa_c + h_c + nadh_c <=> 3hddcoa_c + nad_c","3-Oxododecanoyl-CoA + H+ + Nicotinamide adenine dinucleotide - reduced <=> (S)-3-Hydroxydodecanoyl-CoA + Nicotinamide adenine dinucleotide","{}",0,"Y7U_RS17835 or Y7U_RS12250","reaction",0,"1.1.1.35|1.1.1.211","31182|31181|31179|31180","R04741","HACD5","R-GGA-77254|R-TGU-77254|R-SSC-77254|R-HSA-77254|R-MMU-77254|R-RNO-77254|R-CFA-77254|R-OSA-77254|R-DDI-77254|R-DRE-77254|R-XTR-77254|R-ATH-77254|R-CEL-77254|R-BTA-77254","SBO:0000176",,"rxn03242",,"MNXR100546",-0
10,10,10,"MLTG2","Maltodextrin glucosidase (maltotetraose)","h2o_c + maltttr_c --> glc__D_c + malttr_c","H2O H2O + Maltotetraose --> D-Glucose + Maltotriose C18H32O16","{}",0,"Y7U_RS02075","reaction",0,,,,"MLTG2",,"SBO:0000176","META:MALTET-RXN","rxn08933",,"MNXR101620",-0.00000000000000033306690738754696
10,10,10,"MMETt2pp","S-methylmethionine permease (periplasm)","h_p + mmet_p --> h_c + mmet_c","H+ + S-Methyl-L-methionine --> H+ + S-Methyl-L-methionine","{}",0,"Y7U_RS01340","reaction",0,,,,"MMETt2pp",,"SBO:0000185",,"rxn09671|rxn08944",,"MNXR101658",-0.014814814814814848
8,8,8,"MMM","Methylmalonyl-CoA mutase","succoa_c --> mmcoa__S_c","Succinyl-CoA --> (S)-Methylmalonyl-CoA","{}",0,"Y7U_RS15145","reaction",0,,,,"MMM",,"SBO:0000176",,,,"MNXR101660",0
10,10,10,"MLTGY2pp","Murein lytic transglycosylase (murein4p3p) (periplasm)","murein4p3p_p --> anhgm3p_p + anhgm4p_p","Two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain) --> N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide + N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide","{}",0,"Y7U_RS06220 or Y7U_RS13330 or Y7U_RS15375 or Y7U_RS22900 or Y7U_RS14615 or Y7U_RS14040","reaction",0,,,,"MLTGY2pp",,"SBO:0000176",,"rxn08938",,"MNXR143246",0
8,8,8,"MLTGY3pp","Murein lytic transglycosylase (murein3p3p) (periplasm)","murein3p3p_p --> 2.0 anhgm3p_p","Two linked disacharide tripeptide murein units (uncrosslinked, middle of chain) --> 2.0 N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide","{}",0,"Y7U_RS06220 or Y7U_RS15375 or Y7U_RS13330 or Y7U_RS22900 or Y7U_RS14615 or Y7U_RS14040","reaction",0,,,,"MLTGY3pp",,"SBO:0000176",,"rxn08939",,"MNXR143247",0
8,8,8,"MLTGY4pp","Murein lytic transglycosylase (murein4px4p4p) (periplasm)","murein4px4p4p_p --> anhgm4p_p + murein4px4p_p","Three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala), one uncrosslinked tetrapaptide) (middle of chain) --> N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide + Two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)","{}",0,"Y7U_RS14040 or Y7U_RS06220 or Y7U_RS15375 or Y7U_RS13330 or Y7U_RS22900 or Y7U_RS14615","reaction",0,,,,"MLTGY4pp",,"SBO:0000176",,"rxn08940",,"MNXR143248",0
14,14,14,"MTHTHFSs","(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran synthesis (spontaneous)","h2o_c + mdhdhf_c --> mththf_c","H2O H2O + (2R,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one --> (2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran","{}",0,"s0001","reaction",0,,"35161|35162|35159|35160",,"MTHTHFSs",,"SBO:0000176","META:RXN-10017",,,"MNXR101756",0
10,10,10,"N2Otpp","Nitrious oxide transport (diffusion)","n2o_p <=> n2o_c","Nitrous oxide <=> Nitrous oxide","{}",0,"s0001","reaction",0,,,,"N2Otpp",,"SBO:0000185",,"rxn08966|rxn08967",,"MNXR101797",0
12,12,12,"NACtpp","Nicotinic acid uptake (periplasm)","nac_p --> nac_c","Nicotinate --> Nicotinate","{}",0,"","reaction",0,,,,"NACtpp","R-TGU-8869603|R-BTA-8869603|R-XTR-8869603|R-CFA-8869603|R-GGA-8869603|R-RNO-8869603|R-HSA-8869603|R-DME-8869603|R-SSC-8869603|R-MMU-8869603|R-DRE-8869603","SBO:0000185",,"rxn08970|rxn05310|rxn08969",,"MNXR101808",-1.5111111111111084
14,14,14,"NADN","NAD nucleosidase","h2o_c + nad_c --> adprib_c + h_c + ncam_c","H2O H2O + Nicotinamide adenine dinucleotide --> ADPribose C15H21N5O14P2 + H+ + Nicotinamide","{}",0,"","reaction",0,"3.5.1.-|3.2.2.5|3.2.2.6","16304|16302|16303|16301","R00102","NADN","R-BTA-8870346|R-RNO-8938076|R-BTA-8938076|R-TGU-8938076|R-CFA-8870346|R-SSC-8938076|R-XTR-8870346|R-HSA-8870346|R-GGA-8870346|R-HSA-8938076|R-GGA-8938076|R-MMU-8938076|R-RNO-8870346|R-CFA-8938076|R-MMU-8870346|R-XTR-8938076|R-TGU-8870346|R-SSC-8870346","SBO:0000176","META:NADNUCLEOSID-RXN|META:RXN-13859","rxn00075|rxn13106|rxn14307","683","MNXR101888",-0.05925925925925747
8,8,8,"MTAN","Methylthioadenosine nucleosidase","5mta_c + h2o_c --> 5mtr_c + ade_c","5-Methylthioadenosine + H2O H2O --> 5-Methylthio-D-ribose + Adenine","{}",0,"Y7U_RS00810","reaction",0,"3.2.2.9|3.2.2.16","13620|13619|13617|13618","R01401","MTAN",,"SBO:0000176","META:METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN","rxn01021","1593","MNXR101744",0
10,10,10,"MNLptspp","Mannitol transport via PEP:Pyr PTS (periplasm)","mnl_p + pep_c --> mnl1p_c + pyr_c","D-Mannitol + Phosphoenolpyruvate --> D-Mannitol 1-phosphate + Pyruvate","{}",0,"Y7U_RS19125 and Y7U_RS12640 and Y7U_RS12645","reaction",0,,,,"MNLptspp",,"SBO:0000185",,"rxn08949|rxn13944|rxn13934|rxn05617",,"MNXR101677",-0.0000000000000002220446049250313
14,14,14,"MNNH","D-mannonate hydrolyase","mana_c --> 2ddglcn_c + h2o_c","D-Mannonate --> 2-Dehydro-3-deoxy-D-gluconate + H2O H2O","{}",0,"Y7U_RS22515","reaction",0,"4.2.1.8","20098|20097|20100|20099","R05606","MNNH",,"SBO:0000176","META:MANNONDEHYDRAT-RXN","rxn03885",,"MNXR138624",0
10,10,10,"HACD8","3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA), peroxisomal","3ohodcoa_c + h_c + nadh_c <=> 3hodcoa_c + nad_c","3-Oxooctadecanoyl-CoA + H+ + Nicotinamide adenine dinucleotide - reduced <=> (S)-3-Hydroxyoctadecanoyl-CoA + Nicotinamide adenine dinucleotide","{}",0,"Y7U_RS17835 or Y7U_RS12250","reaction",0,"1.1.1.35",,,"HACD8",,"SBO:0000176",,"rxn08700",,"MNXR100549",-0.0000000000000003526281480875592
8,8,8,"MLTGY1pp","Murein lytic transglycosylase (murein4p4p) (periplasm)","murein4p4p_p --> 2.0 anhgm4p_p","Two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain) --> 2.0 N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide","{}",0,"Y7U_RS13330 or Y7U_RS15375 or Y7U_RS22900 or Y7U_RS14615 or Y7U_RS14040 or Y7U_RS06220","reaction",0,,,,"MLTGY1pp",,"SBO:0000176",,"rxn08937",,"MNXR143245",0.0000000000000017763568394002505
